,name,year,genre,rate,voter,director,star,country,company,budget,gross
258,Dead Man on Campus,(1998), Comedy            ,6.1,"12,577",Alan Cohn,"Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,|,See full cast & crew,",USA,"Paramount Pictures,MTV Productions,Pacific Western,See more »,","$14,000,000","$15,062,898,"
259,L'auberge espagnole,(2002)," Comedy, Drama, Romance            ",7.3,"37,141",Cédric Klapisch,"Romain Duris,Judith Godrèche,Kelly Reilly,|,See full cast & crew,","France,Spain","Bac Films,Ce Qui Me Meut Motion Pictures,France 2 Cinéma,See more »,","€5,300,000","$3,895,664,"
260,Attenberg,(2010), Drama            ,6.2,"5,207",Athina Rachel Tsangari,"Ariane Labed,Vangelis Mourikis,Evangelia Randou,|,See full cast & crew,",Greece,"Haos Film,Greek Film Center,Faliro House Productions,See more »,",,"$23,787,"
261,Naissance des pieuvres,(2007)," Drama, Romance            ",6.7,"7,779",Céline Sciamma,"Pauline Acquart,Louise Blachère,Adèle Haenel,|,See full cast & crew,",France,"Balthazar Productions,Canal+,Région Ile-de-France,See more »,",,"$77,310,"
262,Drowning Mona,(2000)," Comedy, Crime, Mystery            ",5.6,"12,490",Nick Gomez,"Danny DeVito,Bette Midler,Neve Campbell,|,See full cast & crew,",USA,"Code Entertainment,Jersey Shore,Marigold Productions Inc.,See more »,","$6,000,000","$15,427,192,"
263,Descent,(2007)," Drama, Thriller            ",4.8,"2,752",Talia Lugacy,"Rosario Dawson,Chad Faust,Marcus Patrick,|,See full cast & crew,",USA,"City Lights Pictures,M.E.G.A. Films,Trybe Films,See more »,",,"$130,361,"
264,Befikre,(2016)," Comedy, Drama, Romance            ",3.9,"6,063",Aditya Chopra,"Ranveer Singh,Vaani Kapoor,Akarsh Khurana,|,See full cast & crew,",India,"Yash Raj Films,See more »,",,
265,Life Partners,(2014)," Comedy, Drama, Romance            ",6.2,"7,629",Susanna Fogel,"Leighton Meester,Gillian Jacobs,Adam Brody,|,See full cast & crew,",USA,"Haven Entertainment,Minerva Productions,Red Crown Productions,See more »,",,"$7,563,"
266,The Sex Monster,(1999), Comedy            ,5.3,"2,375",Mike Binder,"Mariel Hemingway,Mike Binder,Renée Humphrey,|,See full cast & crew,",USA,"Greentrees Films,Sun-Lite Pictures (II),Trimark Pictures,See more »,",,
267,AWOL,(2016)," Drama, Romance            ",5.3,726,Deb Shoval,"Lola Kirke,Kyle Monaghan,Dale Soules,|,See full cast & crew,",USA,"Race Point Films,Public Square Films,See more »,",,
268,Sex and Death 101,(2007)," Comedy, Drama, Romance            ",6.0,"10,144",Daniel Waters,"Robert Wisdom,Tanc Sade,Patton Oswalt,|,See full cast & crew,",USA,"Avenue Pictures,S and D Productions,Sandbar Pictures,See more »,","$5,000,000","$23,563,"
269,Art School Confidential,(2006)," Comedy, Drama            ",6.3,"15,850",Terry Zwigoff,"Max Minghella,Sophia Myles,John Malkovich,|,See full cast & crew,",USA,"United Artists,Sony Pictures Classics,Mr. Mudd,See more »,",,"$3,296,916,"
270,Ma mère,(2004)," Drama, Romance            ",5.1,"5,624",Christophe Honoré,"Isabelle Huppert,Louis Garrel,Emma de Caunes,|,See full cast & crew,","France,Portugal,Austria,Spain","Gemini Films,Madragoa Filmes,Amour Fou Filmproduktion,See more »,",,"$70,395,"
271,Rise,(2007)," Action, Horror, Mystery            ",4.9,"10,869",Sebastian Gutierrez,"Lucy Liu,Michael Chiklis,Carla Gugino,|,See full cast & crew,",USA,"Mandate Pictures,Kingsgate Films,Destination Films,See more »,",,"$106,398,"
272,The Broken Hearts Club: A Romantic Comedy,(2000)," Comedy, Drama, Romance            ",7.0,"6,612",Greg Berlanti,"Timothy Olyphant,Dean Cain,Zach Braff,|,See full cast & crew,",USA,"Banner Entertainment,Meanwhile Films,See more »,","$1,000,000","$1,744,858,"
273,Liz en Septiembre,(2014)," Drama, Romance            ",5.5,917,Fina Torres,"Patricia Velasquez,Eloisa Maturen,Mimi Lazo,|,See full cast & crew,",Venezuela,,,
274,Iris,(I) (2001)," Biography, Drama, Romance            ",7.1,"15,961",Richard Eyre,"Judi Dench,Jim Broadbent,Kate Winslet,|,See full cast & crew,","UK,USA","British Broadcasting Corporation (BBC),Fox Iris Productions,Intermedia Films,See more »,","$5,500,000","$1,292,119,"
275,She Hate Me,(2004)," Comedy, Drama            ",5.3,"6,794",Spike Lee,"Anthony Mackie,Kerry Washington,Ellen Barkin,|,See full cast & crew,",USA,"40 Acres & A Mule Filmworks,Rule 8,See more »,","$8,000,000","$365,134,"
276,The Humbling,(2014)," Comedy, Drama, Romance            ",5.6,"5,709",Barry Levinson,"Al Pacino,Greta Gerwig,Nina Arianda,|,See full cast & crew,","USA,Italy","Ambi Pictures,Hammerton Productions,Stonelock Pictures,See more »,","$2,000,000",
277,Auf der anderen Seite,(2007), Drama            ,7.8,"28,418",Fatih Akin,"Baki Davrak,Gürsoy Gemec,Cengiz Daner,|,See full cast & crew,","Germany,Turkey,Italy","Anka Film,Beauftragter der Bundesregierung für Angelegenheiten der Kultur und der Medien (BKM),Dorje Film,See more »,",,"$741,283,"
278,Jack & Diane,(2012)," Drama, Horror, Romance            ",4.5,"2,489",Bradley Rust Gray,"Riley Keough,Juno Temple,Kylie Minogue,|,See full cast & crew,",USA,"Deerjen Films,RCR Media Group,See more »,",,"$1,041,"
279,Sex and Breakfast,(2007)," Comedy, Drama, Romance            ",4.9,"3,993",Miles Brandman,"Macaulay Culkin,Kuno Becker,Eliza Dushku,|,See full cast & crew,",USA,"Brandman Productions,CinemaLab,See more »,",,
280,Head in the Clouds,(2004)," Drama, Romance, War            ",6.6,"13,627",John Duigan,"Charlize Theron,Stuart Townsend,Penélope Cruz,|,See full cast & crew,","UK,Canada","Remstar Productions,Dakota Films,Spice Factory,See more »,",,"$398,278,"
281,Eating Out,(I) (2004)," Comedy, Drama, Romance            ",5.8,"5,569",Q. Allan Brocka,"Scott Lunsford,Jim Verraros,Emily Brooke Hands,|,See full cast & crew,",USA,"Ariztical Entertainment,See more »,","$50,000","$155,212,"
282,The Dead Girl,(2006)," Crime, Drama, Mystery            ",6.7,"13,607",Karen Moncrieff,"Toni Collette,Brittany Murphy,Marcia Gay Harden,|,See full cast & crew,",USA,"Bruin Grip Services,Lakeshore Entertainment,Pitbull Pictures,See more »,",,"$17,311,"
283,Dupa dealuri,(2012), Drama            ,7.6,"10,373",Cristian Mungiu,"Cosmina Stratan,Cristina Flutur,Valeriu Andriuta,|,See full cast & crew,","Romania,France,Belgium","Mobra Films,Why Not Productions,Les Films du Fleuve,See more »,",,"$109,248,"
284,Pecker,(1998)," Comedy, Drama            ",6.4,"12,507",John Waters,"Edward Furlong,Christina Ricci,Bess Armstrong,|,See full cast & crew,",USA,"Polar Entertainment,See more »,","$6,000,000","$2,281,761"
285,Tillsammans,(2000)," Comedy, Drama, Romance            ",7.5,"19,110",Lukas Moodysson,"Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,|,See full cast & crew,","Sweden,Denmark,Italy","Memfis Film,Zentropa Entertainments,Film i Väst,See more »,","SEK 17,000,000","$1,069,156,"
286,The World Unseen,(2007)," Drama, Romance            ",6.6,"3,356",Shamim Sarif,"Lisa Ray,Sheetal Sheth,Parvin Dabas,|,See full cast & crew,","South Africa,UK","Enlightenment Productions,DO Productions,See more »,",,"$16,832,"
287,Unfreedom,(2014)," Crime, Drama, Romance            ",6.2,"1,662",Raj Amit Kumar,"Victor Banerjee,Adil Hussain,Bhanu Uday,|,See full cast & crew,","USA,India","69 Productions,Dark Frames,Maruti Media,See more »,","$1,500,000",
288,Run! Bitch Run!,(2009)," Horror, Thriller            ",4.2,"2,511",Joseph Guzman,"Ivet Corvea,Cheryl Lyone,John Winscher,|,See full cast & crew,",USA,"Freak Show Entertainment,See more »,","$25,000",
289,The Gymnast,(2006)," Drama, Romance, Sport            ",6.5,"1,913",Ned Farr,"Dreya Weber,Addie Yungmee,David De Simone,|,See full cast & crew,",USA,"Fearless Angel Productions LLC,Red Road Studio,See more »,","$250,000",
290,Mentiras y gordas,(2009)," Comedy, Drama            ",3.8,"2,045",,"Mario Casas,Ana de Armas,Yon González,|,See full cast & crew,",Spain,"Agrupación de Cine 001 AIE,Castafiore Films,Tornasol Films,See more »,",,
291,The In Crowd,(2000)," Drama, Mystery, Thriller            ",4.6,"3,960",Mary Lambert,"Lori Heuring,Susan Ward,Matthew Settle,|,See full cast & crew,",USA,"Morgan Creek Entertainment,See more »,","$12,500,000","$5,217,498,"
292,Assassination of a High School President,(2008)," Comedy, Crime, Mystery            ",6.3,"14,889",Brett Simon,"Reece Thompson,Mischa Barton,Bruce Willis,|,See full cast & crew,",USA,"Vertigo Entertainment,Yari Film Group (YFG),See more »,","$11,500,000",
293,The Love Letter,(1999)," Comedy, Drama, Romance            ",5.4,"3,765",Peter Ho-Sun Chan,"Kate Capshaw,Tom Everett Scott,Tom Selleck,|,See full cast & crew,",USA,"DreamWorks,Sanford/Pillsbury Productions,See more »,","$20,000,000","$8,276,228,"
294,Réparer les vivants,(2016), Drama            ,6.9,"2,090",Katell Quillévéré,"Tahar Rahim,Emmanuelle Seigner,Anne Dorval,|,See full cast & crew,","France,Belgium","Les Films du Bélier,Les Films Pelléas,France 2 Cinéma,See more »,",,"$3,176,"
295,Les adieux à la reine,(2012)," Drama, History, Romance            ",6.3,"7,313",Benoît Jacquot,"Léa Seydoux,Diane Kruger,Virginie Ledoyen,|,See full cast & crew,","France,Spain","GMT Productions,Les Films du Lendemain,France 3 Cinéma,See more »,",,"$72,100,"
296,La danseuse,(2016)," Biography, Drama, History            ",6.5,"1,674",Stéphanie Di Giusto,"Soko,Gaspard Ulliel,Mélanie Thierry,|,See full cast & crew,","France,Belgium,Czech Republic","Les Productions du Trésor,Wild Bunch,Orange Studio,See more »,",,
297,.45,(2006)," Crime, Drama, Thriller            ",5.7,"7,705",Gary Lennon,"Milla Jovovich,Angus Macfadyen,Stephen Dorff,|,See full cast & crew,",USA,"Media Talent Group,Möbius Entertainment,See more »,","$5,000,000",
298,Dr. T & the Women,(2000)," Comedy, Drama, Romance            ",4.6,"16,635",Robert Altman,"Richard Gere,Helen Hunt,Farrah Fawcett,|,See full cast & crew,","USA,Germany","Artisan Entertainment,Sandcastle 5 Productions,See more »,","$23,000,000","$13,113,041,"
299,For Your Consideration,(2006), Comedy            ,6.3,"12,979",Christopher Guest,"Catherine O'Hara,Harry Shearer,Parker Posey,|,See full cast & crew,",USA,"Shangri-La Entertainment,Castle Rock Entertainment,See more »,","$12,000,000","$5,542,025,"
300,Itty Bitty Titty Committee,(2007)," Comedy, Drama, Romance            ",5.6,"2,690",Jamie Babbit,"Melonie Diaz,Ana Mercedes,Cecile Rivore,|,See full cast & crew,",USA,"Power Up Films,See more »,","$1,000,000","$18,479,"
301,Mental,(2012)," Comedy, Drama            ",6.2,"4,565",P.J. Hogan,"Toni Collette,Anthony LaPaglia,Liev Schreiber,|,See full cast & crew,","USA,Australia","Screen Australia,Story Bridge Films,Zucker Productions,See more »,",,"$17,346,"
302,Boy Meets Girl,(I) (2014)," Comedy, Drama, Romance            ",7.1,"3,804",Eric Schaeffer,"Michael Welch,Michelle Hendley,Alexandra Turshen,|,See full cast & crew,",USA,,,"$20,289,"
303,Poultrygeist: Night of the Chicken Dead,(2006)," Comedy, Horror, Musical            ",6.2,"6,965",Lloyd Kaufman,"Jason Yachanin,Kate Graham,Allyson Sereboff,|,See full cast & crew,",USA,"Poultry Productions LLC,Troma Entertainment,See more »,","$500,000","$23,000,"
304,Chiisai ouchi,(2014)," Drama, Romance            ",7.3,915,Yôji Yamada,"Takako Matsu,Haru Kuroki,Isao Hashizume,|,See full cast & crew,",Japan,"Shochiku Company,Sumitomo Corporation,TV Asahi,See more »,",,
305,Pariah,(I) (2011), Drama            ,7.2,"5,293",Dee Rees,"Adepero Oduye,Kim Wayans,Aasha Davis,|,See full cast & crew,",USA,"Chicken And Egg Pictures,MBK Entertainment,Northstar Pictures,See more »,","$450,000","$758,099,"
306,Tea with Mussolini,(1999)," Drama, Comedy, War            ",6.9,"10,095",Franco Zeffirelli,"Maggie Smith,Judi Dench,Joan Plowright,|,See full cast & crew,","Italy,UK","Cattleya,Cineritmo,Medusa Film,See more »,","$12,000,000","$14,348,123,"
307,Nurse Betty,(2000)," Comedy, Crime, Drama            ",6.2,"31,527",Neil LaBute,"Renée Zellweger,Morgan Freeman,Chris Rock,|,See full cast & crew,","Germany,USA","Gramercy Pictures (I),Pacifica Film,Propaganda Films,See more »,","$24,000,000","$25,167,270,"
308,4.3.2.1.,(2010)," Crime, Thriller            ",5.8,"9,855",,"Emma Roberts,Tamsin Egerton,Ophelia Lovibond,|,See full cast & crew,",UK,"Unstoppable Entertainment,Retro-juice Productions,Atlantic Swiss Productions,See more »,","$4,600,000",
309,The Loss of Sexual Innocence,(1999), Drama            ,5.4,"2,998",Mike Figgis,"Julian Sands,Saffron Burrows,Stefano Dionisi,|,See full cast & crew,","USA,UK","Newmarket Capital Group,Red Mullet Productions,Summit Entertainment,See more »,","$4,000,000","$399,793,"
310,Becks,(2017)," Drama, Musical, Romance            ",6.3,516,,"Lena Hall,Mena Suvari,Christine Lahti,|,See full cast & crew,",USA,"Irony Point,Outer Borough Pictures,See more »,",,
311,When Will I Be Loved,(2004)," Drama, Thriller            ",4.5,"3,067",James Toback,"Neve Campbell,Frederick Weller,Dominic Chianese,|,See full cast & crew,",USA,"Little Wing Production,Rotholz Pictures,RCB Entertainment,See more »,",,"$159,429,"
312,Kalyug,(2005)," Action, Crime, Drama            ",6.5,"2,008",Mohit Suri,"Kunal Khemu,Deepal Shaw,Smiley Suri,|,See full cast & crew,",India,"Vishesh Films,See more »,","INR 40,000,000",
313,Bar Bahar,(2016), Drama            ,7.3,"1,721",Maysaloun Hamoud,"Mouna Hawa,Sana Jammelieh,Shaden Kanboura,|,See full cast & crew,","Israel,France","Channel 10,DBG / deux beaux garçons,En Compagnie Des Lamas,See more »,",,"$107,977,"
314,Eloïse,(2009)," Drama, Romance            ",6.5,"1,466",Jesús Garay,"Diana Gómez,Ariadna Cabrol,Laura Conejero,|,See full cast & crew,",Spain,"Els Quatre Gats Audiovisuals S.L.,Televisió de Catalunya (TV3),See more »,",,
315,Strange Weather,(2016)," Adventure, Drama            ",5.8,730,Katherine Dieckmann,"Holly Hunter,Carrie Coon,Kim Coates,|,See full cast & crew,",USA,"Kalamalka Productions Limited,Quincy Pics,iDeal Partners Film Fund,See more »,",,
316,P,(2005)," Drama, Horror            ",5.1,867,Paul Spurrier,"Suangporn Jaturaphut,Dean Barrett,Shaun Delaney,|,See full cast & crew,","UK,Thailand","Commercial Films Siam,Creative Films Siam Ltd.,Puvisate Ltd.,See more »,",,
317,Sheer Passion,(1998), Thriller            ,4.5,188,John Quinn,"Jodie Fisher,Clayton Norcross,Lisa Boyle,|,See full cast & crew,",USA,,,
318,Margarita with a Straw,(2014), Drama            ,7.3,"2,775",,"Kalki Koechlin,Revathy,Sayani Gupta,|,See full cast & crew,",India,"ADAPT,Ishaan Talkies,Jakhotia Group,See more »,","$850,000",
319,Romeos,(2011)," Drama, Romance            ",6.8,"2,954",Sabine Bernardi,"Rick Okon,Max Befort,Liv Lisa Fries,|,See full cast & crew,",Germany,"Boogiefilm,Das Kleine Fernsehspiel (ZDF),Enigma Film,See more »,",,"$773,"
320,The Winning Season,(2009)," Comedy, Sport            ",6.6,"5,485",Jim Strouse,"Sam Rockwell,Emma Roberts,Rob Corddry,|,See full cast & crew,",USA,"Plum Pictures,Sneaky Pete Productions,Gigi Films,See more »,",,
321,Casse-tête chinois,(2013)," Comedy, Drama, Romance            ",7.0,"11,966",Cédric Klapisch,"Romain Duris,Audrey Tautou,Cécile de France,|,See full cast & crew,","France,USA,Belgium","Opposite Field Pictures,Belgacom,Ce Qui Me Meut Motion Pictures,See more »,",,"$335,430,"
322,Soul Survivors,(2001)," Drama, Horror, Mystery            ",3.9,"7,777",Stephen Carpenter,"Melissa Sagemiller,Wes Bentley,Casey Affleck,|,See full cast & crew,",USA,"Lost Soul Productions,Original Film,See more »,","$17,000,000","$3,100,650,"
323,Aimée & Jaguar,(1999)," Biography, Drama, Romance            ",7.3,"5,677",Max Färberböck,"Maria Schrader,Juliane Köhler,Johanna Wokalek,|,See full cast & crew,",Germany,"Senator Film Produktion,Max Farberbock Film,Bundesministerium des Inneren (BMI),See more »,","DEM 15,000,000","$927,107,"
324,Nathalie...,(2003), Drama            ,6.4,"4,179",Anne Fontaine,"Fanny Ardant,Emmanuelle Béart,Gérard Depardieu,|,See full cast & crew,","France,Spain","France 2 Cinéma,DD Productions,Vértigo Films,See more »,",,"$20,838,"
325,Strangers with Candy,(2005), Comedy            ,6.1,"7,451",Paul Dinello,"Amy Sedaris,Stephen Colbert,Paul Dinello,|,See full cast & crew,",USA,"Comedy Central Films,Roberts/David Films,Worldwide Pants,See more »,","$3,500,000","$2,068,323,"
326,Manhattan Romance,(2015)," Comedy, Drama, Romance            ",5.5,944,Tom O'Brien,"Arnold C. Baker II,Jessie Barr,Tommy Burke,|,See full cast & crew,",USA,"Beacon Films,See more »,",,
327,Girl,(1998)," Comedy, Drama, Music            ",5.9,"2,526",Jonathan Kahn,"Dominique Swain,Sean Patrick Flanery,Summer Phoenix,|,See full cast & crew,",USA,"HSX Films,Jeff Most Productions,Muse Productions,See more »,",,
328,Tiny Furniture,(2010)," Comedy, Drama, Romance            ",6.2,"13,164",Lena Dunham,"Lena Dunham,Laurie Simmons,Grace Dunham,|,See full cast & crew,",USA,"Tiny Ponies,See more »,","$65,000","$389,804,"
329,Citizen Toxie: The Toxic Avenger IV,(2000)," Action, Comedy, Fantasy            ",6.3,"4,622",Lloyd Kaufman,"David Mattey,Clyde Lewis,Heidi Sjursen,|,See full cast & crew,",USA,"Cineguild Entertainment Group,Troma Entertainment,See more »,","$500,000",
330,"Sweet, Sweet Lonely Girl",(2016)," Drama, Horror, Thriller            ",5.4,553,A.D. Calvo,"Quinn Shephard,Susan Kellermann,Erin Wilhelmi,|,See full cast & crew,",USA,"Budderfly Productions,Goodnight Film,Greyshack Films,See more »,",,
331,Book of Love,(2004)," Comedy, Drama            ",5.4,"1,553",Alan Brown,"Frances O'Connor,Simon Baker,Gregory Smith,|,See full cast & crew,",USA,"Robert Ahrens Productions,Banner Entertainment,See more »,",,
332,Lila dit ça,(2004)," Crime, Drama, Romance            ",7.0,"4,344",Ziad Doueiri,"Vahina Giocante,Moa Khouas,Karim Ben Haddou,|,See full cast & crew,","France,UK","Huit et Demi Productions,Zeal S.r.l.,Passion Pictures,See more »,",,"$121,166,"
333,Sukkar banat,(2007)," Comedy, Drama, Romance            ",7.1,"11,137",Nadine Labaki,"Nadine Labaki,Joanna Moukarzel,Gisèle Aouad,|,See full cast & crew,","France,Lebanon","Les Films des Tournelles,Les Films de Beyrouth,Roissy Films,See more »,","€1,300,000","$1,060,591,"
334,Trash Fire,(2016)," Comedy, Drama, Horror            ",5.8,"2,345",Richard Bates Jr.,"Adrian Grenier,Angela Trimbur,Fionnula Flanagan,|,See full cast & crew,",USA,"Circle of Confusion,Snowfort Pictures,See more »,",,
335,The Sex Movie,(2006), Drama            ,4.9,783,Colton Lawrence,"Michelle Mosley,Matthew Tyler,Mike Fallon,|,See full cast & crew,",USA,"Argentic Pictures,Outside Films,See more »,","$15,000",
336,Possession,(2002)," Drama, Mystery, Romance            ",6.4,"12,221",Neil LaBute,"Gwyneth Paltrow,Aaron Eckhart,Jeremy Northam,|,See full cast & crew,","USA,UK","Focus Features,Warner Bros.,Baltimore Spring Creek Productions,See more »,","$25,000,000","$10,103,647,"
337,The Unspoken,(2015)," Horror, Thriller            ",4.9,"1,527",Sheldon Wilson,"Jodelle Ferland,Sunny Suljic,Pascale Hutton,|,See full cast & crew,",Canada,"Lighthouse Pictures,Sapphire Fire Limited,See more »,",,
338,Raven's Touch,(2015), Drama            ,4.2,546,,"Dreya Weber,Thunderbird Dinwiddie,David Hayward,|,See full cast & crew,",USA,"Soul Kiss Films,See more »,","$200,000",
339,Girl Play,(2004), Comedy            ,4.7,716,Lee Friedlander,"Robin Greenspan,Lacie Harmon,Mink Stole,|,See full cast & crew,",USA,"Goff-Kellam Productions,See more »,","$1,000,000",
340,Whores' Glory,(2011), Documentary            ,7.2,"4,277",Michael Glawogger,"Emma,Ning,Toh,|,See full cast & crew,","Germany,Austria","Lotus Film,Quinte Film GmbH,Living Films,See more »,",,"$31,313,"
341,Sala samobójców,(2011)," Animation, Drama, Thriller            ",6.8,"7,916",Jan Komasa,"Jakub Gierszal,Roma Gasiorowska,Agata Kulesza,|,See full cast & crew,",Poland,"Mediabrigade,Odra Film,Polski Instytut Sztuki Filmowej,See more »,","PLN 6,000,000","$7,226,940,"
342,Scotty and the Secret History of Hollywood,(2017), Documentary            ,6.4,225,Matt Tyrnauer,"Scotty Bowers,Peter Bart,Stephen Fry,|,See full cast & crew,",USA,"Altimeter Films,Water's End Productions,See more »,",,"$461,689,"
343,Black and White,(I) (1999)," Crime, Drama, Music            ",5.0,"5,331",James Toback,"Ben Stiller,Allan Houston,Claudia Schiffer,|,See full cast & crew,",USA,"Bigel / Mailer Films,Palm Pictures,See more »,","$12,000,000","$5,241,315,"
344,The Countess,(2009)," Biography, Drama, History            ",6.3,"7,112",Julie Delpy,"Julie Delpy,Daniel Brühl,William Hurt,|,See full cast & crew,","France,Germany,USA","Serenity Film,Celluloid Dreams,EMC Filmproduktion,See more »,","$8,500,000",
345,Trailer Park Boys: The Movie,(2006)," Comedy, Crime            ",7.3,"11,124",Mike Clattenburg,"Robb Wells,John Paul Tremblay,Mike Smith,|,See full cast & crew,",Canada,"Alliance Atlantis Motion Picture Distribution,Trailer Park Productions,Topsail Entertainment,See more »,","CAD 5,000,000",
346,Les poupées russes,(2005)," Comedy, Drama, Romance            ",7.0,"18,111",Cédric Klapisch,"Romain Duris,Kelly Reilly,Audrey Tautou,|,See full cast & crew,","France,UK","Lunar Films,StudioCanal,France 2 (FR2),See more »,","$12,500,000","$323,331,"
347,Blow Dry,(2001)," Comedy, Drama, Romance            ",6.3,"7,373",Paddy Breathnach,"Alan Rickman,Natasha Richardson,Rachel Griffiths,|,See full cast & crew,","USA,UK,Germany","IMF Internationale Medien und Film GmbH & Co. Produktions KG,Intermedia Films,Mirage Enterprises,See more »,",,"$637,769,"
348,The Beautiful Ordinary,(2007)," Comedy, Drama            ",6.0,"2,912",Jess Manafort,"Katrina Begin,Charles Chen,Melonie Diaz,|,See full cast & crew,",USA,"Mirror Cube Films,Persistent Entertainment,See more »,",,
349,Love Is All You Need?,(2016), Drama            ,5.9,730,Kim Rocco Shields,"Briana Evigan,Tyler Blackburn,Kyla Kenedy,|,See full cast & crew,",USA,"Genius Produced,Love Is All You Need,Genius Pictures,See more »,",,
350,Palindromes,(2004)," Comedy, Drama            ",6.8,"11,433",Todd Solondz,"Jennifer Jason Leigh,Ellen Barkin,Stephen Adly Guirgis,|,See full cast & crew,",USA,"Extra Large Pictures,See more »,",,"$553,368,"
351,Jisatsu sâkuru,(2001)," Crime, Drama, Horror            ",6.6,"16,921",Sion Sono,"Ryo Ishibashi,Masatoshi Nagase,Mai Hosho,|,See full cast & crew,",Japan,"Omega Project,Biggubîto,For Peace Co. Ltd.,See more »,","$250,000",
352,All Through the House,(2015), Horror            ,4.8,"1,555",Todd Nunes,"Ashley Mary Nunes,Jessica Cameron,Melynda Kiring,|,See full cast & crew,",USA,"The Readmond Company,See more »,",,
353,Ambrosia,(I) (2012), Drama            ,4.1,274,Baharak Saeid Monir,"Sahar Biniaz,Camyar Chai,Heather Doerksen,|,See full cast & crew,",Canada,"Ambrosia Film,Side Street Post,See more »,",,
354,Bright Young Things,(2003)," Comedy, Drama, War            ",6.6,"4,676",Stephen Fry,"Stephen Campbell Moore,Emily Mortimer,Dan Aykroyd,|,See full cast & crew,",UK,"The Film Consortium,UK Film Council,Visionview Production,See more »,",,"$931,755,"
355,Tirante el Blanco,(2006)," Adventure, Romance            ",4.0,806,Vicente Aranda,"Caspar Zafer,Esther Nubiola,Leonor Watling,|,See full cast & crew,","Italy,Spain,UK","Carolina Films,DeAPlaneta,Feelmax,See more »,","€14,000,000",
356,Carmen y Lola,(2018)," Drama, Romance            ",7.4,324,Arantxa Echevarria,"Moreno Borja,Javier I. Bustamante,Rafaela León,|,See full cast & crew,",Spain,"Tvtec servicios audiovisuales,See more »,","€700,000",
357,The Oh in Ohio,(2006)," Comedy, Drama, Romance            ",5.6,"5,762",Billy Kent,"Parker Posey,Paul Rudd,Danny DeVito,|,See full cast & crew,",USA,"Ambush Entertainment,The AV Club,Cold Iron Pictures,See more »,","$5,000,000","$418,689,"
358,Head On,(1998)," Drama, Romance            ",6.4,"3,697",Ana Kokkinos,"Alex Dimitriades,Elena Mandalis,Damien Fotiou,|,See full cast & crew,",Australia,"Australian Film Finance Corporation (AFFC),Great Scott Productions Pty. Ltd.,Film Victoria,See more »,",,"$378,667,"
359,Angry Indian Goddesses,(2015)," Comedy, Drama            ",6.9,"2,309",Pan Nalin,"Sarah-Jane Dias,Rajshri Deshpande,Sandhya Mridul,|,See full cast & crew,","India,Germany","Jungle Book Entertainment,ONE TWO Films,Protein Entertainment,See more »,",,
360,Judas Kiss,(1998)," Crime, Drama, Thriller            ",6.4,"3,296",Sebastian Gutierrez,"Alan Rickman,Emma Thompson,Carla Gugino,|,See full cast & crew,",USA,"Bandeira Entertainment,Flynn/Simchowitz,Key Entertainment,See more »,",,
361,Eating Out 2: Sloppy Seconds,(2006)," Comedy, Romance            ",6.3,"3,381",Phillip J. Bartell,"Jim Verraros,Emily Brooke Hands,Rebekah Kochan,|,See full cast & crew,",USA,"Ariztical Entertainment,Automat Pictures,EOSS Productions,See more »,",,
362,La Ciénaga,(2001)," Comedy, Drama            ",7.1,"4,396",Lucrecia Martel,"Mercedes Morán,Graciela Borges,Martín Adjemián,|,See full cast & crew,","Argentina,France,Spain,Japan","4k Films,Wanda Visión S.A.,Cuatro Cabezas,See more »,",,"$103,215,"
363,Boogie Woogie,(2009)," Comedy, Drama            ",5.2,"3,312",Duncan Ward,"Gillian Anderson,Alan Cumming,Heather Graham,|,See full cast & crew,",UK,"The Works International,Constance Media,Firefly,See more »,","$6,000,000","$1,776,"
364,Burn Burn Burn,(2015)," Comedy, Drama            ",7.0,"1,191",Chanya Button,"Laura Carmichael,Joe Dempsie,Hannah Arterton,|,See full cast & crew,",UK,"Rather Good Films,See more »,",,
365,Stuff,(2015), Drama            ,4.3,200,Suzanne Guacci,"Yvonne Jung,Karen Sillas,Thunderbird Dinwiddie,|,See full cast & crew,",USA,"Aspire Productions,Really Good Stuff,See more »,",,
366,Andið eðlilega,(2018), Drama            ,7.1,243,Isold Uggadottir,"Kristín Þóra Haraldsdóttir,Babetida Sadjo,Patrik Nökkvi Pétursson,|,See full cast & crew,","Iceland,Sweden,Belgium","Zik Zak Kvikmyndir,See more »,",,
367,Les chansons d'amour,(2007)," Drama, Musical, Romance            ",7.2,"8,242",Christophe Honoré,"Ludivine Sagnier,Louis Garrel,Clotilde Hesme,|,See full cast & crew,",France,"Alma Films,Flach Film,Centre National de la Cinématographie (CNC),See more »,",,"$103,970,"
368,Zwei Mütter,(2013), Drama            ,5.1,432,Anne Zohra Berrached,"Karina Plachetka,Sabine Wolf,Florian Weber,|,See full cast & crew,",Germany,"Filmakademie Baden-Württemberg,Das Kleine Fernsehspiel (ZDF),See more »,",,
369,The Specials,(2000)," Action, Comedy, Fantasy            ",5.9,"2,075",Craig Mazin,"Rob Lowe,Thomas Haden Church,Paget Brewster,|,See full cast & crew,",USA,"Brillstein-Grey Entertainment,Mindfire Entertainment,See more »,","$1,000,000","$12,996,"
