,name,year,genre,rate,voter,director,star,country,company,budget,gross
220,Diamantino,(2018)," Comedy, Drama, Fantasy            ",6.4,433,,"Carloto Cotta,Cleo Tavares,Anabela Moreira,|,See full cast & crew,","Portugal,France,Brazil","Maria & Mayer,Les Films du Bélier,Syndrome Films,See more »,",,
221,"Guns, Girls and Gambling",(2012)," Crime, Thriller            ",5.5,"3,681",Michael Winnick,"Christian Slater,Powers Boothe,Dane Cook,|,See full cast & crew,",USA,"Freefall Films,Hollywood Sky Entertainment,Incognito Pictures,See more »,",,
222,Kaboom,(2010)," Comedy, Mystery, Romance            ",5.7,"11,599",Gregg Araki,"Thomas Dekker,Haley Bennett,Chris Zylka,|,See full cast & crew,","USA,France","Desperate Pictures,Wild Bunch,Super Crispy Entertainment,See more »,",,"$116,478,"
223,After Sex,(2007)," Comedy, Drama, Romance            ",5.5,"7,536",Eric Amadio,"Marc Blucas,Jose Pablo Cantillo,Emmanuelle Chriqui,|,See full cast & crew,",USA,"NALA Films,Supino Pictures,See more »,","$825,000",
224,Bare,(I) (2015)," Drama, Romance            ",5.0,"1,539",Natalia Leite,"Dianna Agron,Paz de la Huerta,Chris Zylka,|,See full cast & crew,",USA,"Purple Milk,Indion Entertainment Group,See more »,",,
225,Ai no mukidashi,(2008)," Action, Comedy, Drama            ",8.1,"9,526",Sion Sono,"Takahiro Nishijima,Hikari Mitsushima,Sakura Andô,|,See full cast & crew,",Japan,"Omega Project,See more »,",,
226,In Good Company,(2004)," Comedy, Drama, Romance            ",6.5,"51,270",Paul Weitz,"Dennis Quaid,Topher Grace,Scarlett Johansson,|,See full cast & crew,",USA,"Universal Pictures,Depth of Field,See more »,","$26,000,000","$45,489,752,"
227,Your Sister's Sister,(2011)," Comedy, Drama            ",6.7,"24,369",Lynn Shelton,"Mark Duplass,Emily Blunt,Rosemarie DeWitt,|,See full cast & crew,",USA,"Ada Films,See more »,","$125,000","$1,573,712,"
228,Respire,(2014), Drama            ,7.1,"5,873",Mélanie Laurent,"Joséphine Japy,Lou de Laâge,Isabelle Carré,|,See full cast & crew,",France,"Move Movie,Gaumont,Mely Productions,See more »,",,"$42,297,"
229,Eagle vs Shark,(2007)," Comedy, Romance            ",6.8,"19,849",Taika Waititi,"Loren Taylor,Jemaine Clement,Craig Hall,|,See full cast & crew,",New Zealand,"New Zealand Film Commission,Unison Films,Whenua Films,See more »,",,"$221,846,"
230,Everything Is Illuminated,(2005)," Comedy, Drama            ",7.5,"54,230",Liev Schreiber,"Elijah Wood,Eugene Hutz,Boris Lyoskin,|,See full cast & crew,",USA,"Warner Independent Pictures (WIP),Telegraph Films,Big Beach Films,See more »,","$7,000,000","$1,705,595,"
231,Prime,(2005)," Comedy, Drama, Romance            ",6.2,"37,674",Ben Younger,"Uma Thurman,Meryl Streep,Bryan Greenberg,|,See full cast & crew,",USA,"Prime Film Productions LLC,Stratus Film Co.,Team Todd,See more »,",,"$22,827,153"
232,Feast of Love,(2007)," Drama, Romance            ",6.7,"15,222",Robert Benton,"Morgan Freeman,Radha Mitchell,Alexa Davalos,|,See full cast & crew,",USA,"GreeneStreet Films,Lakeshore Entertainment,Metro-Goldwyn-Mayer (MGM),See more »,",,"$3,504,875,"
233,Scarlet Diva,(2000), Drama            ,5.2,"2,058",Asia Argento,"Asia Argento,Jean Shepard,Herbert Fritsch,|,See full cast & crew,",Italy,"Opera Film (II),See more »,",,"$18,062,"
234,Laurel Canyon,(2002), Drama            ,6.4,"15,010",Lisa Cholodenko,"Frances McDormand,Alessandro Nivola,Christian Bale,|,See full cast & crew,",USA,"Sony Pictures Classics,Good Machine,Antidote Films (I),See more »,",,"$3,663,356,"
235,Saving Face,(2004)," Comedy, Drama, Romance            ",7.5,"8,827",Alice Wu,"Joan Chen,Michelle Krusiec,Lynn Chen,|,See full cast & crew,",USA,"Destination Films,Forensic Films,GreeneStreet Films,See more »,",,"$1,186,323,"
236,3 Generations,(2015), Drama            ,5.8,"4,564",Gaby Dellal,"Naomi Watts,Elle Fanning,Susan Sarandon,|,See full cast & crew,",USA,"Big Beach Films,InFilm Productions,IM Global,See more »,","$5,000,000","$66,371,"
237,Pretty Persuasion,(2005)," Comedy, Drama            ",6.6,"9,343",Marcos Siega,"Evan Rachel Wood,Ron Livingston,James Woods,|,See full cast & crew,",USA,"REN-Mar Studios,Prospect Pictures,See more »,","$2,500,000","$305,688,"
238,Megan Is Missing,(2011)," Drama, Horror, Thriller            ",4.7,"7,398",Michael Goi,"Amber Perkins,Rachel Quinn,Dean Waite,|,See full cast & crew,",USA,"Trio Pictures,See more »,",,
239,The Carmilla Movie,(2017)," Comedy, Horror, Romance            ",6.8,"1,623",Spencer Maybee,"Elise Bauman,Natasha Negovanlis,Annie Briggs,|,See full cast & crew,",Canada,"Shaftesbury Films,See more »,",,
240,Survival of the Dead,(2009)," Comedy, Drama, Horror            ",4.9,"19,034",George A. Romero,"Alan Van Sprang,Kenneth Welsh,Kathleen Munroe,|,See full cast & crew,","USA,Canada","Blank of the Dead Productions,Devonshire Productions,New Romero,See more »,","$4,000,000","$101,740"
241,Almost Adults,(2016)," Comedy, Drama            ",5.6,"2,225",Sarah Rotella,"Natasha Negovanlis,Elise Bauman,Justin Gerhard,|,See full cast & crew,",Canada,"Unsolicited Pictures,See more »,",,
242,Hello Again,(2017)," Drama, Music, Musical            ",5.1,228,Tom Gustafson,"Martha Plimpton,Sam Underwood,Nolan Gerard Funk,|,See full cast & crew,",USA,"SPEAKproductions,Martian Entertainment,See more »,",,
243,Tanner Hall,(2009)," Drama, Romance            ",5.9,"2,881",,"Rooney Mara,Georgia King,Brie Larson,|,See full cast & crew,",USA,"Two Prong Lesson,See more »,","$3,000,000","$5,005,"
244,Les anges exterminateurs,(2006)," Drama, Fantasy            ",5.4,"2,718",Jean-Claude Brisseau,"Frédéric van den Driessche,Maroussia Dubreuil,Lise Bellynck,|,See full cast & crew,",France,"TS Productions,La Sorcière Rouge,Centre National de la Cinématographie (CNC),See more »,",,"$22,490,"
245,Nude Nuns with Big Guns,(2010)," Action, Comedy, Thriller            ",3.9,"5,103",Joseph Guzman,"Asun Ortega,David Castro,Perry D'Marco,|,See full cast & crew,",USA,"Freak Show Entertainment,See more »,","$85,000",
246,Running with Scissors,(2006)," Comedy, Drama            ",6.2,"21,062",Ryan Murphy,"Joseph Cross,Annette Bening,Brian Cox,|,See full cast & crew,",USA,"Plan B Entertainment,Sound for Film,See more »,","$12,000,000","$6,754,898,"
247,Happy Endings,(2005)," Comedy, Drama, Music            ",6.4,"8,560",Don Roos,"Lisa Kudrow,Steve Coogan,Maggie Gyllenhaal,|,See full cast & crew,",USA,"Lions Gate Films,See more »,",,"$1,311,633,"
248,The Weight of Water,(2000)," Crime, Drama, Mystery            ",5.9,"8,362",Kathryn Bigelow,"Catherine McCormack,Sean Penn,Sarah Polley,|,See full cast & crew,","USA,Canada,France","StudioCanal,Manifest Film Company,Palomar Pictures (II),See more »,","$16,000,000","$102,622,"
249,XX/XY,(2002)," Drama, Romance            ",6.0,"2,955",Austin Chick,"Mark Ruffalo,Kathleen Robertson,Maya Stange,|,See full cast & crew,",USA,"Robbins Entertainment,Intrinsic Value Films,Natural Nylon Entertainment,See more »,",,"$103,874,"
250,Another Gay Movie,(2006)," Comedy, Romance            ",5.0,"8,339",Todd Stephens,"Michael Carbonaro,Jonathan Chase,Jonah Blechman,|,See full cast & crew,",USA,"Luna Pictures,Piloton Entertainment,Velvet Films,See more »,","$500,000","$654,132,"
251,Going Clear: Scientology & the Prison of Belief,(2015), Documentary            ,8.0,"33,208",Alex Gibney,"Paul Haggis,Jason Beghe,Spanky Taylor,|,See full cast & crew,",USA,"HBO Documentary Films,Jigsaw Productions,Sky Atlantic,See more »,",,
252,Employee of the Month,(2004)," Comedy, Drama            ",6.2,"8,980",Mitch Rouse,"Matt Dillon,Steve Zahn,Christina Applegate,|,See full cast & crew,",USA,"Bob Yari Productions,Bull's Eye Entertainment,DEJ Productions,See more »,",,
253,Believer,(I) (2018)," Documentary, Music            ",7.2,533,Don Argott,"Dan Reynolds,Aja Volkman,Ben McKee,|,See full cast & crew,",USA,"Live Nation Productions,9.14 Pictures,Another Brother Productions,See more »,",,
254,BloodRayne: The Third Reich,(2011)," Action, Adventure, Fantasy            ",3.0,"5,480",Uwe Boll,"Natassia Malthe,Brendan Fletcher,Michael Paré,|,See full cast & crew,","USA,Canada,Germany","Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Herold Productions,See more »,","$10,000,000",
255,The Shipping News,(2001), Drama            ,6.8,"30,497",Lasse Hallström,"Kevin Spacey,Julianne Moore,Judi Dench,|,See full cast & crew,",USA,"Miramax,See more »,","$35,000,000","$11,434,216"
256,Universal Soldier: The Return,(1999)," Action, Sci-Fi            ",4.1,"26,121",Mic Rodgers,"Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz,|,See full cast & crew,",USA,"Baumgarten-Prophet Entertainment,IndieProd Company Productions,Long Road Entertainment,See more »,","$45,000,000","$10,431,220,"
257,Anatomy of a Love Seen,(2014)," Drama, Romance            ",4.7,"2,189",Marina Rice Bader,"Sharon Hinnendael,Jill Evyn,Constance Brenneman,|,See full cast & crew,",USA,"Soul Kiss Films,See more »,",,
258,Dead Man on Campus,(1998), Comedy            ,6.1,"12,577",Alan Cohn,"Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,|,See full cast & crew,",USA,"Paramount Pictures,MTV Productions,Pacific Western,See more »,","$14,000,000","$15,062,898,"
259,L'auberge espagnole,(2002)," Comedy, Drama, Romance            ",7.3,"37,141",Cédric Klapisch,"Romain Duris,Judith Godrèche,Kelly Reilly,|,See full cast & crew,","France,Spain","Bac Films,Ce Qui Me Meut Motion Pictures,France 2 Cinéma,See more »,","€5,300,000","$3,895,664,"
260,Attenberg,(2010), Drama            ,6.2,"5,207",Athina Rachel Tsangari,"Ariane Labed,Vangelis Mourikis,Evangelia Randou,|,See full cast & crew,",Greece,"Haos Film,Greek Film Center,Faliro House Productions,See more »,",,"$23,787,"
261,Naissance des pieuvres,(2007)," Drama, Romance            ",6.7,"7,779",Céline Sciamma,"Pauline Acquart,Louise Blachère,Adèle Haenel,|,See full cast & crew,",France,"Balthazar Productions,Canal+,Région Ile-de-France,See more »,",,"$77,310,"
262,Drowning Mona,(2000)," Comedy, Crime, Mystery            ",5.6,"12,490",Nick Gomez,"Danny DeVito,Bette Midler,Neve Campbell,|,See full cast & crew,",USA,"Code Entertainment,Jersey Shore,Marigold Productions Inc.,See more »,","$6,000,000","$15,427,192,"
263,Descent,(2007)," Drama, Thriller            ",4.8,"2,752",Talia Lugacy,"Rosario Dawson,Chad Faust,Marcus Patrick,|,See full cast & crew,",USA,"City Lights Pictures,M.E.G.A. Films,Trybe Films,See more »,",,"$130,361,"
264,Befikre,(2016)," Comedy, Drama, Romance            ",3.9,"6,063",Aditya Chopra,"Ranveer Singh,Vaani Kapoor,Akarsh Khurana,|,See full cast & crew,",India,"Yash Raj Films,See more »,",,
265,Life Partners,(2014)," Comedy, Drama, Romance            ",6.2,"7,629",Susanna Fogel,"Leighton Meester,Gillian Jacobs,Adam Brody,|,See full cast & crew,",USA,"Haven Entertainment,Minerva Productions,Red Crown Productions,See more »,",,"$7,563,"
266,The Sex Monster,(1999), Comedy            ,5.3,"2,375",Mike Binder,"Mariel Hemingway,Mike Binder,Renée Humphrey,|,See full cast & crew,",USA,"Greentrees Films,Sun-Lite Pictures (II),Trimark Pictures,See more »,",,
267,AWOL,(2016)," Drama, Romance            ",5.3,726,Deb Shoval,"Lola Kirke,Kyle Monaghan,Dale Soules,|,See full cast & crew,",USA,"Race Point Films,Public Square Films,See more »,",,
268,Sex and Death 101,(2007)," Comedy, Drama, Romance            ",6.0,"10,144",Daniel Waters,"Robert Wisdom,Tanc Sade,Patton Oswalt,|,See full cast & crew,",USA,"Avenue Pictures,S and D Productions,Sandbar Pictures,See more »,","$5,000,000","$23,563,"
269,Art School Confidential,(2006)," Comedy, Drama            ",6.3,"15,850",Terry Zwigoff,"Max Minghella,Sophia Myles,John Malkovich,|,See full cast & crew,",USA,"United Artists,Sony Pictures Classics,Mr. Mudd,See more »,",,"$3,296,916,"
270,Ma mère,(2004)," Drama, Romance            ",5.1,"5,624",Christophe Honoré,"Isabelle Huppert,Louis Garrel,Emma de Caunes,|,See full cast & crew,","France,Portugal,Austria,Spain","Gemini Films,Madragoa Filmes,Amour Fou Filmproduktion,See more »,",,"$70,395,"
271,Rise,(2007)," Action, Horror, Mystery            ",4.9,"10,869",Sebastian Gutierrez,"Lucy Liu,Michael Chiklis,Carla Gugino,|,See full cast & crew,",USA,"Mandate Pictures,Kingsgate Films,Destination Films,See more »,",,"$106,398,"
272,The Broken Hearts Club: A Romantic Comedy,(2000)," Comedy, Drama, Romance            ",7.0,"6,612",Greg Berlanti,"Timothy Olyphant,Dean Cain,Zach Braff,|,See full cast & crew,",USA,"Banner Entertainment,Meanwhile Films,See more »,","$1,000,000","$1,744,858,"
273,Liz en Septiembre,(2014)," Drama, Romance            ",5.5,917,Fina Torres,"Patricia Velasquez,Eloisa Maturen,Mimi Lazo,|,See full cast & crew,",Venezuela,,,
274,Iris,(I) (2001)," Biography, Drama, Romance            ",7.1,"15,961",Richard Eyre,"Judi Dench,Jim Broadbent,Kate Winslet,|,See full cast & crew,","UK,USA","British Broadcasting Corporation (BBC),Fox Iris Productions,Intermedia Films,See more »,","$5,500,000","$1,292,119,"
275,She Hate Me,(2004)," Comedy, Drama            ",5.3,"6,794",Spike Lee,"Anthony Mackie,Kerry Washington,Ellen Barkin,|,See full cast & crew,",USA,"40 Acres & A Mule Filmworks,Rule 8,See more »,","$8,000,000","$365,134,"
276,The Humbling,(2014)," Comedy, Drama, Romance            ",5.6,"5,709",Barry Levinson,"Al Pacino,Greta Gerwig,Nina Arianda,|,See full cast & crew,","USA,Italy","Ambi Pictures,Hammerton Productions,Stonelock Pictures,See more »,","$2,000,000",
277,Auf der anderen Seite,(2007), Drama            ,7.8,"28,418",Fatih Akin,"Baki Davrak,Gürsoy Gemec,Cengiz Daner,|,See full cast & crew,","Germany,Turkey,Italy","Anka Film,Beauftragter der Bundesregierung für Angelegenheiten der Kultur und der Medien (BKM),Dorje Film,See more »,",,"$741,283,"
278,Jack & Diane,(2012)," Drama, Horror, Romance            ",4.5,"2,489",Bradley Rust Gray,"Riley Keough,Juno Temple,Kylie Minogue,|,See full cast & crew,",USA,"Deerjen Films,RCR Media Group,See more »,",,"$1,041,"
279,Sex and Breakfast,(2007)," Comedy, Drama, Romance            ",4.9,"3,993",Miles Brandman,"Macaulay Culkin,Kuno Becker,Eliza Dushku,|,See full cast & crew,",USA,"Brandman Productions,CinemaLab,See more »,",,
280,Head in the Clouds,(2004)," Drama, Romance, War            ",6.6,"13,627",John Duigan,"Charlize Theron,Stuart Townsend,Penélope Cruz,|,See full cast & crew,","UK,Canada","Remstar Productions,Dakota Films,Spice Factory,See more »,",,"$398,278,"
281,Eating Out,(I) (2004)," Comedy, Drama, Romance            ",5.8,"5,569",Q. Allan Brocka,"Scott Lunsford,Jim Verraros,Emily Brooke Hands,|,See full cast & crew,",USA,"Ariztical Entertainment,See more »,","$50,000","$155,212,"
282,The Dead Girl,(2006)," Crime, Drama, Mystery            ",6.7,"13,607",Karen Moncrieff,"Toni Collette,Brittany Murphy,Marcia Gay Harden,|,See full cast & crew,",USA,"Bruin Grip Services,Lakeshore Entertainment,Pitbull Pictures,See more »,",,"$17,311,"
283,Dupa dealuri,(2012), Drama            ,7.6,"10,373",Cristian Mungiu,"Cosmina Stratan,Cristina Flutur,Valeriu Andriuta,|,See full cast & crew,","Romania,France,Belgium","Mobra Films,Why Not Productions,Les Films du Fleuve,See more »,",,"$109,248,"
284,Pecker,(1998)," Comedy, Drama            ",6.4,"12,507",John Waters,"Edward Furlong,Christina Ricci,Bess Armstrong,|,See full cast & crew,",USA,"Polar Entertainment,See more »,","$6,000,000","$2,281,761"
285,Tillsammans,(2000)," Comedy, Drama, Romance            ",7.5,"19,110",Lukas Moodysson,"Lisa Lindgren,Michael Nyqvist,Emma Samuelsson,|,See full cast & crew,","Sweden,Denmark,Italy","Memfis Film,Zentropa Entertainments,Film i Väst,See more »,","SEK 17,000,000","$1,069,156,"
286,The World Unseen,(2007)," Drama, Romance            ",6.6,"3,356",Shamim Sarif,"Lisa Ray,Sheetal Sheth,Parvin Dabas,|,See full cast & crew,","South Africa,UK","Enlightenment Productions,DO Productions,See more »,",,"$16,832,"
287,Unfreedom,(2014)," Crime, Drama, Romance            ",6.2,"1,662",Raj Amit Kumar,"Victor Banerjee,Adil Hussain,Bhanu Uday,|,See full cast & crew,","USA,India","69 Productions,Dark Frames,Maruti Media,See more »,","$1,500,000",
288,Run! Bitch Run!,(2009)," Horror, Thriller            ",4.2,"2,511",Joseph Guzman,"Ivet Corvea,Cheryl Lyone,John Winscher,|,See full cast & crew,",USA,"Freak Show Entertainment,See more »,","$25,000",
289,The Gymnast,(2006)," Drama, Romance, Sport            ",6.5,"1,913",Ned Farr,"Dreya Weber,Addie Yungmee,David De Simone,|,See full cast & crew,",USA,"Fearless Angel Productions LLC,Red Road Studio,See more »,","$250,000",
290,Mentiras y gordas,(2009)," Comedy, Drama            ",3.8,"2,045",,"Mario Casas,Ana de Armas,Yon González,|,See full cast & crew,",Spain,"Agrupación de Cine 001 AIE,Castafiore Films,Tornasol Films,See more »,",,
291,The In Crowd,(2000)," Drama, Mystery, Thriller            ",4.6,"3,960",Mary Lambert,"Lori Heuring,Susan Ward,Matthew Settle,|,See full cast & crew,",USA,"Morgan Creek Entertainment,See more »,","$12,500,000","$5,217,498,"
292,Assassination of a High School President,(2008)," Comedy, Crime, Mystery            ",6.3,"14,889",Brett Simon,"Reece Thompson,Mischa Barton,Bruce Willis,|,See full cast & crew,",USA,"Vertigo Entertainment,Yari Film Group (YFG),See more »,","$11,500,000",
293,The Love Letter,(1999)," Comedy, Drama, Romance            ",5.4,"3,765",Peter Ho-Sun Chan,"Kate Capshaw,Tom Everett Scott,Tom Selleck,|,See full cast & crew,",USA,"DreamWorks,Sanford/Pillsbury Productions,See more »,","$20,000,000","$8,276,228,"
294,Réparer les vivants,(2016), Drama            ,6.9,"2,090",Katell Quillévéré,"Tahar Rahim,Emmanuelle Seigner,Anne Dorval,|,See full cast & crew,","France,Belgium","Les Films du Bélier,Les Films Pelléas,France 2 Cinéma,See more »,",,"$3,176,"
295,Les adieux à la reine,(2012)," Drama, History, Romance            ",6.3,"7,313",Benoît Jacquot,"Léa Seydoux,Diane Kruger,Virginie Ledoyen,|,See full cast & crew,","France,Spain","GMT Productions,Les Films du Lendemain,France 3 Cinéma,See more »,",,"$72,100,"
296,La danseuse,(2016)," Biography, Drama, History            ",6.5,"1,674",Stéphanie Di Giusto,"Soko,Gaspard Ulliel,Mélanie Thierry,|,See full cast & crew,","France,Belgium,Czech Republic","Les Productions du Trésor,Wild Bunch,Orange Studio,See more »,",,
297,.45,(2006)," Crime, Drama, Thriller            ",5.7,"7,705",Gary Lennon,"Milla Jovovich,Angus Macfadyen,Stephen Dorff,|,See full cast & crew,",USA,"Media Talent Group,Möbius Entertainment,See more »,","$5,000,000",
298,Dr. T & the Women,(2000)," Comedy, Drama, Romance            ",4.6,"16,635",Robert Altman,"Richard Gere,Helen Hunt,Farrah Fawcett,|,See full cast & crew,","USA,Germany","Artisan Entertainment,Sandcastle 5 Productions,See more »,","$23,000,000","$13,113,041,"
299,For Your Consideration,(2006), Comedy            ,6.3,"12,979",Christopher Guest,"Catherine O'Hara,Harry Shearer,Parker Posey,|,See full cast & crew,",USA,"Shangri-La Entertainment,Castle Rock Entertainment,See more »,","$12,000,000","$5,542,025,"
300,Itty Bitty Titty Committee,(2007)," Comedy, Drama, Romance            ",5.6,"2,690",Jamie Babbit,"Melonie Diaz,Ana Mercedes,Cecile Rivore,|,See full cast & crew,",USA,"Power Up Films,See more »,","$1,000,000","$18,479,"
301,Mental,(2012)," Comedy, Drama            ",6.2,"4,565",P.J. Hogan,"Toni Collette,Anthony LaPaglia,Liev Schreiber,|,See full cast & crew,","USA,Australia","Screen Australia,Story Bridge Films,Zucker Productions,See more »,",,"$17,346,"
302,Boy Meets Girl,(I) (2014)," Comedy, Drama, Romance            ",7.1,"3,804",Eric Schaeffer,"Michael Welch,Michelle Hendley,Alexandra Turshen,|,See full cast & crew,",USA,,,"$20,289,"
303,Poultrygeist: Night of the Chicken Dead,(2006)," Comedy, Horror, Musical            ",6.2,"6,965",Lloyd Kaufman,"Jason Yachanin,Kate Graham,Allyson Sereboff,|,See full cast & crew,",USA,"Poultry Productions LLC,Troma Entertainment,See more »,","$500,000","$23,000,"
304,Chiisai ouchi,(2014)," Drama, Romance            ",7.3,915,Yôji Yamada,"Takako Matsu,Haru Kuroki,Isao Hashizume,|,See full cast & crew,",Japan,"Shochiku Company,Sumitomo Corporation,TV Asahi,See more »,",,
305,Pariah,(I) (2011), Drama            ,7.2,"5,293",Dee Rees,"Adepero Oduye,Kim Wayans,Aasha Davis,|,See full cast & crew,",USA,"Chicken And Egg Pictures,MBK Entertainment,Northstar Pictures,See more »,","$450,000","$758,099,"
306,Tea with Mussolini,(1999)," Drama, Comedy, War            ",6.9,"10,095",Franco Zeffirelli,"Maggie Smith,Judi Dench,Joan Plowright,|,See full cast & crew,","Italy,UK","Cattleya,Cineritmo,Medusa Film,See more »,","$12,000,000","$14,348,123,"
307,Nurse Betty,(2000)," Comedy, Crime, Drama            ",6.2,"31,527",Neil LaBute,"Renée Zellweger,Morgan Freeman,Chris Rock,|,See full cast & crew,","Germany,USA","Gramercy Pictures (I),Pacifica Film,Propaganda Films,See more »,","$24,000,000","$25,167,270,"
308,4.3.2.1.,(2010)," Crime, Thriller            ",5.8,"9,855",,"Emma Roberts,Tamsin Egerton,Ophelia Lovibond,|,See full cast & crew,",UK,"Unstoppable Entertainment,Retro-juice Productions,Atlantic Swiss Productions,See more »,","$4,600,000",
309,The Loss of Sexual Innocence,(1999), Drama            ,5.4,"2,998",Mike Figgis,"Julian Sands,Saffron Burrows,Stefano Dionisi,|,See full cast & crew,","USA,UK","Newmarket Capital Group,Red Mullet Productions,Summit Entertainment,See more »,","$4,000,000","$399,793,"
310,Becks,(2017)," Drama, Musical, Romance            ",6.3,516,,"Lena Hall,Mena Suvari,Christine Lahti,|,See full cast & crew,",USA,"Irony Point,Outer Borough Pictures,See more »,",,
311,When Will I Be Loved,(2004)," Drama, Thriller            ",4.5,"3,067",James Toback,"Neve Campbell,Frederick Weller,Dominic Chianese,|,See full cast & crew,",USA,"Little Wing Production,Rotholz Pictures,RCB Entertainment,See more »,",,"$159,429,"
312,Kalyug,(2005)," Action, Crime, Drama            ",6.5,"2,008",Mohit Suri,"Kunal Khemu,Deepal Shaw,Smiley Suri,|,See full cast & crew,",India,"Vishesh Films,See more »,","INR 40,000,000",
313,Bar Bahar,(2016), Drama            ,7.3,"1,721",Maysaloun Hamoud,"Mouna Hawa,Sana Jammelieh,Shaden Kanboura,|,See full cast & crew,","Israel,France","Channel 10,DBG / deux beaux garçons,En Compagnie Des Lamas,See more »,",,"$107,977,"
314,Eloïse,(2009)," Drama, Romance            ",6.5,"1,466",Jesús Garay,"Diana Gómez,Ariadna Cabrol,Laura Conejero,|,See full cast & crew,",Spain,"Els Quatre Gats Audiovisuals S.L.,Televisió de Catalunya (TV3),See more »,",,
315,Strange Weather,(2016)," Adventure, Drama            ",5.8,730,Katherine Dieckmann,"Holly Hunter,Carrie Coon,Kim Coates,|,See full cast & crew,",USA,"Kalamalka Productions Limited,Quincy Pics,iDeal Partners Film Fund,See more »,",,
316,P,(2005)," Drama, Horror            ",5.1,867,Paul Spurrier,"Suangporn Jaturaphut,Dean Barrett,Shaun Delaney,|,See full cast & crew,","UK,Thailand","Commercial Films Siam,Creative Films Siam Ltd.,Puvisate Ltd.,See more »,",,
317,Sheer Passion,(1998), Thriller            ,4.5,188,John Quinn,"Jodie Fisher,Clayton Norcross,Lisa Boyle,|,See full cast & crew,",USA,,,
318,Margarita with a Straw,(2014), Drama            ,7.3,"2,775",,"Kalki Koechlin,Revathy,Sayani Gupta,|,See full cast & crew,",India,"ADAPT,Ishaan Talkies,Jakhotia Group,See more »,","$850,000",
319,Romeos,(2011)," Drama, Romance            ",6.8,"2,954",Sabine Bernardi,"Rick Okon,Max Befort,Liv Lisa Fries,|,See full cast & crew,",Germany,"Boogiefilm,Das Kleine Fernsehspiel (ZDF),Enigma Film,See more »,",,"$773,"
320,The Winning Season,(2009)," Comedy, Sport            ",6.6,"5,485",Jim Strouse,"Sam Rockwell,Emma Roberts,Rob Corddry,|,See full cast & crew,",USA,"Plum Pictures,Sneaky Pete Productions,Gigi Films,See more »,",,
321,Casse-tête chinois,(2013)," Comedy, Drama, Romance            ",7.0,"11,966",Cédric Klapisch,"Romain Duris,Audrey Tautou,Cécile de France,|,See full cast & crew,","France,USA,Belgium","Opposite Field Pictures,Belgacom,Ce Qui Me Meut Motion Pictures,See more »,",,"$335,430,"
322,Soul Survivors,(2001)," Drama, Horror, Mystery            ",3.9,"7,777",Stephen Carpenter,"Melissa Sagemiller,Wes Bentley,Casey Affleck,|,See full cast & crew,",USA,"Lost Soul Productions,Original Film,See more »,","$17,000,000","$3,100,650,"
323,Aimée & Jaguar,(1999)," Biography, Drama, Romance            ",7.3,"5,677",Max Färberböck,"Maria Schrader,Juliane Köhler,Johanna Wokalek,|,See full cast & crew,",Germany,"Senator Film Produktion,Max Farberbock Film,Bundesministerium des Inneren (BMI),See more »,","DEM 15,000,000","$927,107,"
324,Nathalie...,(2003), Drama            ,6.4,"4,179",Anne Fontaine,"Fanny Ardant,Emmanuelle Béart,Gérard Depardieu,|,See full cast & crew,","France,Spain","France 2 Cinéma,DD Productions,Vértigo Films,See more »,",,"$20,838,"
325,Strangers with Candy,(2005), Comedy            ,6.1,"7,451",Paul Dinello,"Amy Sedaris,Stephen Colbert,Paul Dinello,|,See full cast & crew,",USA,"Comedy Central Films,Roberts/David Films,Worldwide Pants,See more »,","$3,500,000","$2,068,323,"
326,Manhattan Romance,(2015)," Comedy, Drama, Romance            ",5.5,944,Tom O'Brien,"Arnold C. Baker II,Jessie Barr,Tommy Burke,|,See full cast & crew,",USA,"Beacon Films,See more »,",,
327,Girl,(1998)," Comedy, Drama, Music            ",5.9,"2,526",Jonathan Kahn,"Dominique Swain,Sean Patrick Flanery,Summer Phoenix,|,See full cast & crew,",USA,"HSX Films,Jeff Most Productions,Muse Productions,See more »,",,
328,Tiny Furniture,(2010)," Comedy, Drama, Romance            ",6.2,"13,164",Lena Dunham,"Lena Dunham,Laurie Simmons,Grace Dunham,|,See full cast & crew,",USA,"Tiny Ponies,See more »,","$65,000","$389,804,"
329,Citizen Toxie: The Toxic Avenger IV,(2000)," Action, Comedy, Fantasy            ",6.3,"4,622",Lloyd Kaufman,"David Mattey,Clyde Lewis,Heidi Sjursen,|,See full cast & crew,",USA,"Cineguild Entertainment Group,Troma Entertainment,See more »,","$500,000",
330,"Sweet, Sweet Lonely Girl",(2016)," Drama, Horror, Thriller            ",5.4,553,A.D. Calvo,"Quinn Shephard,Susan Kellermann,Erin Wilhelmi,|,See full cast & crew,",USA,"Budderfly Productions,Goodnight Film,Greyshack Films,See more »,",,
331,Book of Love,(2004)," Comedy, Drama            ",5.4,"1,553",Alan Brown,"Frances O'Connor,Simon Baker,Gregory Smith,|,See full cast & crew,",USA,"Robert Ahrens Productions,Banner Entertainment,See more »,",,
